CV_ID,Resume_Text,Skills,Education,Experience_Years,Job_ID,Job_Title,Required_Skills_For_The_Job,Job_Fit_Score,Outcome
cv2255,"Experienced professional skilled in Communication, Leadership, SQL, Python, Java, Scrum.","Communication, Leadership, SQL, Python, Java, Scrum",B.Sc,7,Job_47,Software Engineer,"Project Management, SQL, Agile, React",0.43,Rejected
cv2256,"Experienced professional skilled in React, Node.js, Project Management, Machine Learning, Leadership.","React, Node.js, Project Management, Machine Learning, Leadership",B.Sc,2,Job_9,Machine Learning Engineer,"C++, Node.js, Project Management",0.48,Rejected
cv2257,"Experienced professional skilled in Communication, React, Leadership, Machine Learning, Scrum.","Communication, React, Leadership, Machine Learning, Scrum",B.Sc,5,Job_494,Software Engineer,"Agile, Project Management",0.2,Rejected
cv2258,"Experienced professional skilled in Scrum, Machine Learning, React, Python, C++.","Scrum, Machine Learning, React, Python, C++",B.Tech,1,Job_64,Machine Learning Engineer,"SQL, Node.js, Project Management",0.04,Rejected
cv2259,"Experienced professional skilled in Python, Communication, React, Node.js, Deep Learning, Leadership.","Python, Communication, React, Node.js, Deep Learning, Leadership",B.Sc,5,Job_283,Frontend Developer,"Python, Project Management",0.5,Shortlisted
cv2260,"Experienced professional skilled in Communication, Leadership, Node.js, C++.","Communication, Leadership, Node.js, C++",M.Tech,12,Job_202,Machine Learning Engineer,"Deep Learning, Java, Project Management, C++",0.55,Shortlisted
cv2261,"Experienced professional skilled in Machine Learning, React, Node.js.","Machine Learning, React, Node.js",M.Sc,5,Job_383,Project Manager,"Java, Machine Learning, Communication, Node.js",0.5,Shortlisted
cv2262,"Experienced professional skilled in Java, Node.js, Deep Learning, Communication, Leadership.","Java, Node.js, Deep Learning, Communication, Leadership",M.Tech,12,Job_430,Data Scientist,"Python, Scrum, SQL, Java, Leadership",0.64,Shortlisted
cv2263,"Experienced professional skilled in Project Management, Leadership, Communication, Machine Learning, React, Agile.","Project Management, Leadership, Communication, Machine Learning, React, Agile",M.Sc,5,Job_416,Data Scientist,"Agile, Java, Communication, SQL",0.5,Shortlisted
cv2264,"Experienced professional skilled in Java, Scrum, Project Management, React, SQL.","Java, Scrum, Project Management, React, SQL",B.Sc,11,Job_23,Data Scientist,"Java, React, Scrum, Node.js, Machine Learning",0.76,Hired
cv2265,"Experienced professional skilled in Scrum, React, Node.js.","Scrum, React, Node.js",M.Sc,4,Job_193,Backend Developer,"Java, C++, Scrum, Machine Learning",0.31,Rejected
cv2266,"Experienced professional skilled in Scrum, Deep Learning, Java.","Scrum, Deep Learning, Java",B.Tech,6,Job_62,Frontend Developer,"Leadership, SQL, Project Management, Java, Communication",0.36,Rejected
cv2267,"Experienced professional skilled in Scrum, Python, SQL, Agile, Project Management, Communication.","Scrum, Python, SQL, Agile, Project Management, Communication",B.Tech,11,Job_108,Machine Learning Engineer,"Leadership, Machine Learning, Communication, C++",0.55,Shortlisted
cv2268,"Experienced professional skilled in Node.js, C++, Machine Learning, SQL, Deep Learning, Agile.","Node.js, C++, Machine Learning, SQL, Deep Learning, Agile",B.Sc,15,Job_267,Software Engineer,"SQL, Agile, Leadership",0.8,Hired
cv2269,"Experienced professional skilled in Project Management, Machine Learning, Python, Node.js, Scrum, Java.","Project Management, Machine Learning, Python, Node.js, Scrum, Java",M.Sc,12,Job_252,Backend Developer,"C++, Scrum, Machine Learning, Communication, Deep Learning",0.64,Shortlisted
cv2270,"Experienced professional skilled in React, Python, Communication, Leadership.","React, Python, Communication, Leadership",MBA,11,Job_65,Data Scientist,"Project Management, C++",0.4,Rejected
cv2271,"Experienced professional skilled in Java, SQL, Python.","Java, SQL, Python",MBA,8,Job_245,Machine Learning Engineer,"C++, Leadership, Machine Learning, React, Agile",0.32,Rejected
cv2272,"Experienced professional skilled in React, SQL, Scrum.","React, SQL, Scrum",B.Sc,9,Job_312,Software Engineer,"Node.js, React, Deep Learning, Project Management",0.51,Shortlisted
cv2273,"Experienced professional skilled in C++, Leadership, React.","C++, Leadership, React",MBA,8,Job_233,Software Engineer,"Communication, SQL, Deep Learning, React",0.47,Rejected
cv2274,"Experienced professional skilled in Java, Python, Communication, C++.","Java, Python, Communication, C++",M.Sc,12,Job_365,Machine Learning Engineer,"Node.js, SQL",0.4,Rejected
cv2275,"Experienced professional skilled in Scrum, Deep Learning, Java, C++.","Scrum, Deep Learning, Java, C++",M.Tech,9,Job_108,Project Manager,"Machine Learning, Python",0.36,Rejected
cv2276,"Experienced professional skilled in C++, Scrum, Deep Learning, Python.","C++, Scrum, Deep Learning, Python",B.Sc,8,Job_42,Machine Learning Engineer,"SQL, Java, Deep Learning",0.52,Shortlisted
cv2277,"Experienced professional skilled in C++, Node.js, SQL.","C++, Node.js, SQL",MBA,1,Job_478,Machine Learning Engineer,"Agile, Scrum, SQL",0.24,Rejected
cv2278,"Experienced professional skilled in Deep Learning, Project Management, C++, Communication, Java.","Deep Learning, Project Management, C++, Communication, Java",M.Sc,12,Job_204,Project Manager,"Leadership, Scrum, Communication",0.6,Shortlisted
cv2279,"Experienced professional skilled in Node.js, C++, React, Agile.","Node.js, C++, React, Agile",B.Sc,13,Job_438,Backend Developer,"Python, Scrum",0.4,Rejected
cv2280,"Experienced professional skilled in Agile, Machine Learning, Scrum, Project Management, C++.","Agile, Machine Learning, Scrum, Project Management, C++",M.Tech,7,Job_69,Data Scientist,"Leadership, React, Machine Learning",0.48,Rejected
cv2281,"Experienced professional skilled in Scrum, C++, SQL, React, Node.js, Agile.","Scrum, C++, SQL, React, Node.js, Agile",M.Tech,11,Job_243,Backend Developer,"Python, Deep Learning, C++",0.6,Shortlisted
cv2282,"Experienced professional skilled in SQL, Communication, Python, React.","SQL, Communication, Python, React",M.Sc,4,Job_452,Frontend Developer,"Python, Agile, Machine Learning, Project Management",0.31,Rejected
cv2283,"Experienced professional skilled in Communication, Agile, Machine Learning, Leadership, React, C++.","Communication, Agile, Machine Learning, Leadership, React, C++",M.Sc,9,Job_70,Backend Developer,"Node.js, Deep Learning",0.36,Rejected
cv2284,"Experienced professional skilled in React, Scrum, Leadership, Node.js, Project Management, C++.","React, Scrum, Leadership, Node.js, Project Management, C++",B.Sc,4,Job_282,Backend Developer,"Java, SQL, Python",0.16,Rejected
cv2285,"Experienced professional skilled in Project Management, React, C++, Java.","Project Management, React, C++, Java",MBA,3,Job_346,Frontend Developer,"Leadership, Machine Learning",0.12,Rejected
cv2286,"Experienced professional skilled in Communication, Java, Deep Learning, Leadership, React.","Communication, Java, Deep Learning, Leadership, React",M.Sc,3,Job_221,Software Engineer,"Python, SQL, Project Management, Leadership, React",0.36,Rejected
cv2287,"Experienced professional skilled in Project Management, React, Agile, Node.js, Scrum.","Project Management, React, Agile, Node.js, Scrum",MBA,7,Job_344,Backend Developer,"React, Python",0.58,Shortlisted
cv2288,"Experienced professional skilled in Python, Leadership, SQL, Machine Learning, Project Management, C++.","Python, Leadership, SQL, Machine Learning, Project Management, C++",B.Tech,8,Job_308,Backend Developer,"Node.js, Java, Agile",0.32,Rejected
cv2289,"Experienced professional skilled in Project Management, Scrum, Machine Learning, Java.","Project Management, Scrum, Machine Learning, Java",B.Tech,9,Job_394,Project Manager,"Node.js, Java, Machine Learning, Scrum, SQL",0.72,Shortlisted
cv2290,"Experienced professional skilled in React, Project Management, C++.","React, Project Management, C++",B.Sc,14,Job_428,Machine Learning Engineer,"Agile, Node.js, Communication, React, Machine Learning",0.52,Shortlisted
cv2291,"Experienced professional skilled in Python, Communication, Machine Learning, Agile, Deep Learning.","Python, Communication, Machine Learning, Agile, Deep Learning",B.Sc,13,Job_59,Backend Developer,"Project Management, C++, React, Java, SQL",0.4,Rejected
cv2292,"Experienced professional skilled in Scrum, Java, C++, Node.js, SQL, Communication.","Scrum, Java, C++, Node.js, SQL, Communication",B.Sc,13,Job_349,Software Engineer,"C++, Agile, Leadership, SQL",0.7,Shortlisted
cv2293,"Experienced professional skilled in C++, Leadership, Project Management.","C++, Leadership, Project Management",B.Tech,12,Job_291,Data Scientist,"Python, Machine Learning",0.4,Rejected
cv2294,"Experienced professional skilled in SQL, Node.js, Java, Scrum.","SQL, Node.js, Java, Scrum",M.Sc,5,Job_323,Frontend Developer,"C++, Deep Learning, Node.js, Machine Learning",0.35,Rejected
cv2295,"Experienced professional skilled in SQL, React, Project Management.","SQL, React, Project Management",MBA,6,Job_312,Software Engineer,"Agile, Project Management, Node.js, Leadership",0.39,Rejected
cv2296,"Experienced professional skilled in Communication, Java, Deep Learning, Node.js.","Communication, Java, Deep Learning, Node.js",MBA,7,Job_128,Software Engineer,"C++, SQL, Java",0.48,Rejected
cv2297,"Experienced professional skilled in Java, Scrum, Communication.","Java, Scrum, Communication",M.Sc,6,Job_328,Frontend Developer,"Project Management, Leadership",0.24,Rejected
cv2298,"Experienced professional skilled in React, Scrum, Agile, Project Management, Deep Learning, C++.","React, Scrum, Agile, Project Management, Deep Learning, C++",M.Tech,10,Job_327,Software Engineer,"Machine Learning, Java, Communication, Project Management, Agile",0.64,Shortlisted
cv2299,"Experienced professional skilled in Scrum, Java, Node.js, Agile, Python, SQL.","Scrum, Java, Node.js, Agile, Python, SQL",B.Tech,10,Job_223,Machine Learning Engineer,"Communication, Java, Agile",0.8,Hired
cv2300,"Experienced professional skilled in Leadership, React, Scrum.","Leadership, React, Scrum",MBA,2,Job_333,Software Engineer,"SQL, Agile, Leadership",0.28,Rejected
cv2301,"Experienced professional skilled in Deep Learning, Project Management, SQL, Communication.","Deep Learning, Project Management, SQL, Communication",B.Sc,9,Job_19,Software Engineer,"Node.js, Agile, Leadership, Project Management",0.51,Shortlisted
cv2302,"Experienced professional skilled in Agile, React, Java, SQL.","Agile, React, Java, SQL",M.Sc,9,Job_191,Backend Developer,"Python, Agile, Scrum, C++",0.51,Shortlisted
cv2303,"Experienced professional skilled in Node.js, C++, SQL, Communication, Deep Learning.","Node.js, C++, SQL, Communication, Deep Learning",M.Tech,2,Job_499,Machine Learning Engineer,"Scrum, React, Project Management",0.08,Rejected
cv2304,"Experienced professional skilled in Agile, SQL, Project Management.","Agile, SQL, Project Management",MBA,14,Job_465,Backend Developer,"Machine Learning, Node.js, SQL, Communication",0.55,Shortlisted
cv2305,"Experienced professional skilled in C++, Java, Machine Learning.","C++, Java, Machine Learning",M.Sc,14,Job_451,Machine Learning Engineer,"Project Management, Agile, Deep Learning, Java, Python",0.52,Shortlisted
cv2306,"Experienced professional skilled in Scrum, Agile, C++, Deep Learning.","Scrum, Agile, C++, Deep Learning",MBA,15,Job_366,Frontend Developer,"Java, Node.js, Scrum, Leadership",0.55,Shortlisted
cv2307,"Experienced professional skilled in Project Management, Leadership, C++, React.","Project Management, Leadership, C++, React",M.Tech,9,Job_242,Project Manager,"Agile, SQL, Python, C++, Scrum",0.48,Rejected
cv2308,"Experienced professional skilled in C++, Node.js, Agile, Deep Learning, React, Machine Learning.","C++, Node.js, Agile, Deep Learning, React, Machine Learning",M.Sc,5,Job_203,Software Engineer,"Project Management, SQL, Agile",0.4,Rejected
cv2309,"Experienced professional skilled in Project Management, React, Java, Agile, Machine Learning, C++.","Project Management, React, Java, Agile, Machine Learning, C++",MBA,9,Job_242,Data Scientist,"Deep Learning, Java",0.66,Shortlisted
cv2310,"Experienced professional skilled in SQL, Node.js, Deep Learning, Scrum, Java, Project Management.","SQL, Node.js, Deep Learning, Scrum, Java, Project Management",B.Tech,3,Job_258,Data Scientist,"C++, Java, SQL, Scrum",0.57,Shortlisted
cv2311,"Experienced professional skilled in Project Management, Leadership, Machine Learning, Deep Learning.","Project Management, Leadership, Machine Learning, Deep Learning",M.Sc,14,Job_209,Machine Learning Engineer,"Agile, Communication",0.4,Rejected
cv2312,"Experienced professional skilled in C++, SQL, Java, Deep Learning, Leadership.","C++, SQL, Java, Deep Learning, Leadership",M.Tech,15,Job_422,Frontend Developer,"Deep Learning, Communication, React, Leadership, Agile",0.64,Shortlisted
cv2313,"Experienced professional skilled in Scrum, React, Java.","Scrum, React, Java",B.Sc,5,Job_261,Data Scientist,"Scrum, Python, C++",0.4,Rejected
cv2314,"Experienced professional skilled in Node.js, Agile, C++, Leadership.","Node.js, Agile, C++, Leadership",MBA,10,Job_208,Machine Learning Engineer,"Node.js, Communication, C++, Agile, SQL",0.76,Hired
cv2315,"Experienced professional skilled in SQL, Scrum, C++, Deep Learning, Node.js, React.","SQL, Scrum, C++, Deep Learning, Node.js, React",M.Sc,4,Job_234,Software Engineer,"C++, Java, Node.js, Scrum, Python",0.52,Shortlisted
cv2316,"Experienced professional skilled in Machine Learning, Project Management, Node.js, React.","Machine Learning, Project Management, Node.js, React",M.Tech,11,Job_499,Data Scientist,"React, Machine Learning, Communication",0.8,Hired
cv2317,"Experienced professional skilled in Leadership, Scrum, Python.","Leadership, Scrum, Python",M.Tech,15,Job_289,Backend Developer,"Machine Learning, Project Management, Java, Node.js, SQL",0.4,Rejected
cv2318,"Experienced professional skilled in Project Management, Machine Learning, Python, Node.js, C++.","Project Management, Machine Learning, Python, Node.js, C++",B.Tech,3,Job_193,Data Scientist,"Deep Learning, C++",0.42,Rejected
cv2319,"Experienced professional skilled in Java, Deep Learning, Python, Agile.","Java, Deep Learning, Python, Agile",B.Tech,5,Job_138,Backend Developer,"Leadership, Node.js, Project Management",0.2,Rejected
cv2320,"Experienced professional skilled in Communication, Python, Java, Scrum.","Communication, Python, Java, Scrum",M.Sc,6,Job_69,Machine Learning Engineer,"Agile, SQL, Python, Node.js",0.39,Rejected
cv2321,"Experienced professional skilled in Project Management, Deep Learning, Machine Learning, Leadership, Python, Communication.","Project Management, Deep Learning, Machine Learning, Leadership, Python, Communication",MBA,3,Job_261,Software Engineer,"Machine Learning, C++",0.42,Rejected
